time,pgn,destination,source,priority,data
8.425138,FFFF,0,0,0, 0000FFFF3FFFFFFF
8.463106,FFFF,0,0,0, F0FF7D0000FFFFFF
8.500095,FFFF,0,0,0, FF0000FF0BFFFFFF
8.539064,FFFF,0,0,0, 6406007DFFFFFFFF
8.577042,FFFF,0,0,0, 0000FFFFFFFFFFFF
8.616018,FFFF,0,0,0, F0FF7D0000FFFFFF
8.656011,FFFF,0,0,0, 00FF00000000FFFF
8.693974,FFFF,0,0,0, FF0000FF0BFFFFFF
8.731962,FFFF,0,0,0, 6406007DFFFFFFFF
8.77093,FFFF,0,0,0, FF0000FFFFFFFFFF
8.809929,FFFF,0,0,0, 7DFFFFFFFFFFFFFF
8.849885,FFFF,0,0,0, F0FF7D0000FFFFFF
8.888879,FFFF,0,0,0, FF0000FF0BFFFFFF
8.929838,FFFF,0,0,0, 6406007DFFFFFFFF
8.969816,FFFF,0,0,0, 64100B0B0000007D
9.008792,FFFF,0,0,0, F0FF7D0000FFFFFF
9.049772,FFFF,0,0,0, FF0000FF0BFFFFFF
9.088746,FFFF,0,0,0, 6406007DFFFFFFFF
9.127733,FFFF,0,0,0, FFFFFFFFFFFFFFFF
9.166711,FFFF,0,0,0, E5FE00
9.206694,FFFF,0,0,0, 0000FFFF3FFFFFFF
9.246665,FFFF,0,0,0, 84090000FFFFFFFF
9.286633,FFFF,0,0,0, 0000FFFF3FFFFFFF
9.329607,FFFF,0,0,0, 5C031E031EFFFFFF
9.372583,FFFF,0,0,0, F0FF7D0000FFFFFF
9.41256,FFFF,0,0,0, FF0000FF0BFFFFFF
9.452553,FFFF,0,0,0, 6406007DFFFFFFFF
9.493528,FFFF,0,0,0, FFFF0A25FFFFFFFF
9.533501,FFFF,0,0,0, 64070000FFFFFFFF
9.574485,FFFF,0,0,0, F0FF7D0000FFFFFF
9.615457,FFFF,0,0,0, 84090000FFFFFFFF
9.65643,FFFF,0,0,0, 22FFFF3CFFFFFFFF
9.698408,FFFF,0,0,0, FF0000FF0BFFFFFF
9.739381,FFFF,0,0,0, 6406007DFFFFFFFF
9.781362,FFFF,0,0,0, FF0000FFFFFFFFFF
9.823341,FFFF,0,0,0, 0000FFFFFFFFFFFF
9.865312,FFFF,0,0,0, 7DFFFFFFFFFFFFFF
9.906349,FFFF,0,0,0, F0FF7D0000FFFFFF
9.947262,FFFF,0,0,0, FF0000FF0BFFFFFF
9.990243,FFFF,0,0,0, 6406007DFFFFFFFF
10.031204,FFFF,0,0,0, F0FF7D0000FFFFFF
10.073179,FFFF,0,0,0, FF0000FF0BFFFFFF
10.115155,FFFF,0,0,0, 6406007DFFFFFFFF
10.157131,FFFF,0,0,0, 64100B0B0000007D
10.199107,FFFF,0,0,0, 5C031E031EFFFFFF
10.241084,FFFF,0,0,0, 7D021EFFFFFFFFFF
10.284092,FFFF,0,0,0, F0FF7D0000FFFFFF
10.326034,FFFF,0,0,0, FF0000FF0BFFFFFF
10.372008,FFFF,0,0,0, 6406007DFFFFFFFF
10.414983,FFFF,0,0,0, FFFFFF00FFFFFFFA
10.456968,FFFF,0,0,0, F0FF7D0000FFFFFF
10.498934,FFFF,0,0,0, FF0000FF0BFFFFFF
10.621595,FFFF,0,0,0, F0FF7D0000FFFFFF
10.785636,FFFF,0,0,0, F0FF7D0000FFFFFF
10.950323,FFFF,0,0,0, FFFFFFFFFFFFFFFF
11.249333,FFFF,0,0,0, F0FF7D0000FFFFFF
11.495963,FFFF,0,0,0, F0FF7D0000FFFFFF
11.638739,FFFF,0,0,0, FF0000FFFFFFFFFF
11.955099,FFFF,0,0,0, 6406007DFFFFFFFF
12.318263,FFFF,0,0,0, 6406007DFFFFFFFF
12.544472,FFFF,0,0,0, 6406007DFFFFFFFF
12.920026,FFFF,0,0,0, F0FF7D0000FFFFFF
13.11086,FFFF,0,0,0, F0FF7D0000FFFFFF
13.617396,FFFF,0,0,0, 5C031E031EFFFFFF
14.145319,FFFF,0,0,0, 64070000FFFFFFFF
14.311238,FFFF,0,0,0, F0FF7D0000FFFFFF
14.495461,FFFF,0,0,0, FFFFFF00FFFFFFFA
14.543433,FFFF,0,0,0, F0FF7D0000FFFFFF
14.643724,FFFF,0,0,0, 0000FFFF3FFFFFFF
14.733798,FFFF,0,0,0, 6406007DFFFFFFFF
14.944077,FFFF,0,0,0, 64100B0B2003007D
15.003087,FFFF,0,0,0, F0FF7D0000FFFFFF
15.242529,FFFF,0,0,0, 5EFFFFFFFFFFFFFF
