Time,PGN,DA,SA,Priority,Data
18.526057958602905,60928,255,23,6,0C 6E 24 04 00 13 02 20 
18.526342153549194,65226,255,23,6,00 FF 00 00 00 00 FF FF 
18.526994228363037,65535,255,23,7,22 FF FF 3C FF FF FF FF 
18.527467250823975,65535,255,23,7,22 FF FF 3C FF FF FF FF 
18.52813196182251,65535,255,23,7,22 FF FF 3C FF FF FF FF 
18.528679132461548,65535,255,23,7,22 FF FF 3C FF FF FF FF 
18.529279947280884,65535,255,23,7,22 FF FF 3C FF FF FF FF 
18.529808521270752,60928,255,23,6,0C 6E 24 04 00 13 02 20 
23.159581422805786,59904,255,23,6,00 EE 00 
23.160128355026245,65535,255,23,7,22 FF FF 3C FF FF FF FF 
23.16060757637024,60928,255,23,6,0C 6E 24 04 00 13 02 20 
23.16098952293396,65226,255,23,6,00 FF 00 00 00 00 FF FF 
23.16167640686035,65535,255,23,7,22 FF FF 3C FF FF FF FF 
23.16220784187317,65535,255,23,7,22 FF FF 3C FF FF FF FF 
23.162771224975586,65535,255,23,7,22 FF FF 3C FF FF FF FF 
23.163374423980713,65535,255,23,7,22 FF FF 3C FF FF FF FF 
23.163898229599,65535,255,23,7,22 FF FF 3C FF FF FF FF 
23.25116729736328,60928,255,71,6,4D 74 30 04 00 34 02 20 
23.251739263534546,60928,255,6,6,4D 74 30 04 00 0E 00 20 
23.252310752868652,60928,255,3,6,4D 74 30 04 00 03 02 20 
23.27756404876709,60928,255,0,6,56 F5 29 04 00 00 02 20 
23.279763221740723,61444,255,0,3,F0 FF 00 00 00 FF FF FF 
23.280075788497925,59904,255,0,6,00 EE 00 
23.289718866348267,61443,255,0,3,FF 00 00 FF 00 FF FF FF 
23.29021406173706,61184,255,0,3,64 06 00 7D FF FF FF FF 
23.290850162506104,65266,255,0,6,00 00 FF FF FF FF FF FF 
23.299943208694458,61444,255,0,3,F0 FF 7D 00 00 FF FF FF 
23.309764623641968,61443,255,0,3,FF 00 00 FF 02 FF FF FF 
23.310317277908325,61184,255,0,3,64 06 00 7D FF FF FF FF 
23.310888290405273,61184,6,0,6,64 0E 03 02 FF FF FF FF 
23.3197660446167,61444,255,0,3,F0 FF 7D 00 00 FF FF FF 
23.322368383407593,60928,255,23,6,0C 6E 24 04 00 13 02 20 
23.329870462417603,61443,255,0,3,FF 00 00 FF 02 FF FF FF 
23.33036160469055,61184,255,0,3,64 06 00 7D FF FF FF FF 
23.330989360809326,61184,255,0,6,64 10 0B 0B 00 00 00 7D 
23.3315110206604,65247,255,0,6,7D 54 1C FF FF FF FF FF 
