Time,PGN,DA,SA,Priority,Data
3.281479597091675,60928,255,71,6,4D 74 30 04 00 34 02 20 
3.2819619178771973,60928,255,6,6,4D 74 30 04 00 0E 00 20 
3.282658338546753,60928,255,3,6,4D 74 30 04 00 03 02 20 
3.3090267181396484,60928,255,0,6,56 F5 29 04 00 00 02 20 
3.311271905899048,61444,255,0,3,F0 FF 00 00 00 FF FF FF 
3.3115880489349365,59904,255,0,6,00 EE 00 
3.3211753368377686,61443,255,0,3,FF 00 00 FF 00 FF FF FF 
3.3216805458068848,61184,255,0,3,64 06 00 7D FF FF FF FF 
3.322317361831665,65266,255,0,6,00 00 FF FF FF FF FF FF 
3.331374168395996,61444,255,0,3,F0 FF 7D 00 00 FF FF FF 
3.3411917686462402,61443,255,0,3,FF 00 00 FF 07 FF FF FF 
3.341719388961792,61184,255,0,3,64 06 00 7D FF FF FF FF 
3.3422834873199463,61184,6,0,6,64 0E 03 02 FF FF FF FF 
3.351285696029663,61444,255,0,3,F0 FF 7D 00 00 FF FF FF 
3.353238821029663,60928,255,23,6,0C 6E 24 04 00 13 02 20 
3.36128830909729,61443,255,0,3,FF 00 00 FF 07 FF FF FF 
3.361861228942871,61184,255,0,3,64 06 00 7D FF FF FF FF 
3.362445831298828,61184,255,0,6,64 10 0B 0B 00 00 00 7D 
3.363008975982666,65247,255,0,6,7D 12 1D FF FF FF FF FF 
3.3635880947113037,60416,255,0,7,20 22 00 05 FF E3 FE 00 
3.3712880611419678,61444,255,0,3,F0 FF 7D 00 00 FF FF FF 
3.3812806606292725,61443,255,0,3,FF 00 00 FF 07 FF FF FF 
3.3817789554595947,61184,255,0,3,64 06 00 7D FF FF FF FF 
3.3824782371520996,65263,255,0,6,FF FF FF FE FF FF FF FA 
3.3913300037384033,61444,255,0,3,F0 FF 7D 00 00 FF FF FF 
3.4012811183929443,61443,255,0,3,FF 00 00 FF 07 FF FF FF 
3.4017772674560547,61184,255,0,3,64 06 00 7D FF FF FF FF 
3.411288022994995,61444,255,0,3,F0 FF 7D 00 00 FF FF FF 
3.4143831729888916,60160,255,0,7,01 20 1C DD 68 42 DC A0 
3.4213333129882812,61443,255,0,3,FF 00 00 FF 07 FF FF FF 
3.421827554702759,61184,255,0,3,64 06 00 7D FF FF FF FF 
3.4225027561187744,65266,255,0,6,00 00 FF FF FF FF FF FF 
3.4313294887542725,61444,255,0,3,F0 FF 7D 00 00 FF FF FF 
3.441225290298462,61443,255,0,3,FF 00 00 FF 07 FF FF FF 
3.4418108463287354,61184,255,0,3,64 06 00 7D FF FF FF FF 
3.4423773288726807,61184,6,0,6,64 0E 0D 02 FF FF FF FF 
3.451349973678589,61444,255,0,3,F0 FF 7D 00 00 FF FF FF 
3.4613051414489746,61443,255,0,3,FF 00 00 FF 07 FF FF FF 
3.461799383163452,61184,255,0,3,64 06 00 7D FF FF FF FF 
3.4624736309051514,61184,255,0,6,64 10 0B 0B 00 00 00 7D 
3.4629509449005127,65270,255,0,6,FF 00 43 FF 00 FF FF FF 
3.463489055633545,60160,255,0,7,02 0F D5 8D 20 E3 7A 31 
3.471341133117676,61444,255,0,3,F0 FF 7D 00 00 FF FF FF 
3.481273651123047,61184,250,0,6,64 01 FF 00 00 FF FF FF 
3.481800079345703,61184,255,0,3,64 06 00 7D FF FF FF FF 
3.482477903366089,61443,255,0,3,FF 00 00 FF 07 FF FF FF 
3.4913477897644043,61444,255,0,3,F0 FF 7D 00 00 FF FF FF 
3.501326560974121,61443,255,0,3,FF 00 00 FF 07 FF FF FF 
3.5018374919891357,61184,255,0,3,64 06 00 7D FF FF FF FF 
3.511282444000244,61444,255,0,3,F0 FF 7D 00 00 FF FF FF 
3.5145468711853027,60160,255,0,7,03 F1 C0 44 FF FF 04 01 
3.521326780319214,61443,255,0,3,FF 00 00 FF 07 FF FF FF 
3.521820545196533,61184,255,0,3,64 06 00 7D FF FF FF FF 
3.5224955081939697,65266,255,0,6,00 00 FF FF FF FF FF FF 
3.531348943710327,61444,255,0,3,F0 FF 7D 00 00 FF FF FF 
3.541273593902588,61443,255,0,3,FF 00 00 FF 07 FF FF FF 
3.5417983531951904,61184,255,0,3,64 06 00 7D FF FF FF FF 
3.5423696041107178,61184,6,0,6,64 0E 17 06 FF FF FF FF 
3.5429458618164062,126720,6,3,3,01 01 FF FF FF FF FF F5 
3.5434927940368652,61184,0,6,1,64 15 10 F0 00 00 A9 0E 
3.544093132019043,0,0,6,3,30 FF FF FF F8 FF FF FF 
3.5513508319854736,61444,255,0,3,F0 FF 7D 00 00 FF FF FF 
3.5613203048706055,61443,255,0,3,FF 00 00 FF 07 FF FF FF 
3.5618221759796143,61184,255,0,3,64 06 00 7D FF FF FF FF 
3.5624282360076904,60928,255,0,6,56 F5 29 04 00 00 02 20 
3.562969923019409,126720,6,71,3,01 04 FF FF FF FF FF F1 
3.563565254211426,61184,0,6,1,64 15 10 F0 00 00 A9 0E 
3.5641322135925293,126720,6,3,3,01 01 FF FF FF FF FF F5 
3.5647904872894287,61184,255,0,6,64 10 0B 0B 00 00 00 7D 
3.565244197845459,65534,255,6,3,5C 53 1D 53 1D FF FF FF 
3.5659193992614746,65531,255,6,6,00 05 7D F8 FF FF FF FF 
