Time,PGN,DA,SA,Priority,Data
2.274289131164551,60928,255,71,6,4D 74 30 04 00 34 02 20 
2.274735927581787,60928,255,6,6,4D 74 30 04 00 0E 00 20 
2.275432825088501,60928,255,3,6,4D 74 30 04 00 03 02 20 
2.2990574836730957,60928,255,0,6,56 F5 29 04 00 00 02 20 
2.3011927604675293,61444,255,0,3,F0 FF 00 00 00 FF FF FF 
2.301539421081543,59904,255,0,6,00 EE 00 
2.3110978603363037,61443,255,0,3,FF 00 00 FF 00 FF FF FF 
2.311694622039795,61184,255,0,3,64 06 00 7D FF FF FF FF 
2.312272548675537,65266,255,0,6,00 00 FF FF FF FF FF FF 
2.321326494216919,61444,255,0,3,F0 FF 7D 00 00 FF FF FF 
2.331221103668213,61443,255,0,3,FF 00 00 FF 07 FF FF FF 
2.331796884536743,61184,255,0,3,64 06 00 7D FF FF FF FF 
2.3323709964752197,61184,6,0,6,64 0E 03 02 FF FF FF FF 
2.3412458896636963,61444,255,0,3,F0 FF 7D 00 00 FF FF FF 
2.3458497524261475,60928,255,23,6,0C 6E 24 04 00 13 02 20 
2.351250410079956,61443,255,0,3,FF 00 00 FF 07 FF FF FF 
2.351841688156128,61184,255,0,3,64 06 00 7D FF FF FF FF 
2.352393865585327,61184,255,0,6,64 10 0B 0B 00 00 00 7D 
2.352926015853882,65247,255,0,6,7D 08 1D FF FF FF FF FF 
2.3535447120666504,60416,255,0,7,20 22 00 05 FF E3 FE 00 
2.3612771034240723,61444,255,0,3,F0 FF 7D 00 00 FF FF FF 
2.3711721897125244,61443,255,0,3,FF 00 00 FF 06 FF FF FF 
2.371710777282715,61184,255,0,3,64 06 00 7D FF FF FF FF 
2.372288465499878,65263,255,0,6,FF FF FF FE FF FF FF FA 
2.3812711238861084,61444,255,0,3,F0 FF 7D 00 00 FF FF FF 
2.3912179470062256,61443,255,0,3,FF 00 00 FF 07 FF FF FF 
2.391791582107544,61184,255,0,3,64 06 00 7D FF FF FF FF 
2.401235580444336,61444,255,0,3,F0 FF 7D 00 00 FF FF FF 
2.404313802719116,60160,255,0,7,01 20 1C DD 68 42 DC A0 
2.4112679958343506,61443,255,0,3,FF 00 00 FF 07 FF FF FF 
2.411837100982666,61184,255,0,3,64 06 00 7D FF FF FF FF 
2.412417411804199,65266,255,0,6,00 00 FF FF FF FF FF FF 
2.4212684631347656,61444,255,0,3,F0 FF 7D 00 00 FF FF FF 
2.4311773777008057,61443,255,0,3,FF 00 00 FF 06 FF FF FF 
2.4317426681518555,61184,255,0,3,64 06 00 7D FF FF FF FF 
2.4322867393493652,61184,6,0,6,64 0E 0D 02 FF FF FF FF 
2.4412708282470703,61444,255,0,3,F0 FF 7D 00 00 FF FF FF 
2.4512150287628174,61443,255,0,3,FF 00 00 FF 07 FF FF FF 
2.4518134593963623,61184,255,0,3,64 06 00 7D FF FF FF FF 
2.45238995552063,61184,255,0,6,64 10 0B 0B 00 00 00 7D 
2.452965259552002,65270,255,0,6,FF 00 41 FF 00 FF FF FF 
2.453512191772461,60160,255,0,7,02 0F D5 8D 20 E3 7A 31 
2.4612348079681396,61444,255,0,3,F0 FF 7D 00 00 FF FF FF 
2.471240282058716,61184,250,0,6,64 01 FF 00 00 FF FF FF 
2.471813440322876,61184,255,0,3,64 06 00 7D FF FF FF FF 
